sofifa_id;player_url;short_name;age;dob;height_cm;weight_kg;nationality;club;overall;value_eur;wage_eur;preferred_foot;release_clause_eur;team_position;team_jersey_number;joined;contract_valid_until;pace;shooting;passing;dribbling;defending;physic;gk_diving;gk_handling;gk_kicking;gk_reflexes;gk_speed;gk_positioning
189607;https://sofifa.com/player/189607/manuel-schaffler/20/159586;M. Schäffler;30;06/02/1989;189;89;Germany;SV Wehen Wiesbaden;70;1700000;11000;Right;2700000;LS;9;01/07/2016;2021;70;70;49;62;30;80;;;;;;
189824;https://sofifa.com/player/189824/renato-araujo-chaves-jr/20/159586;Renato Chaves;29;04/05/1990;185;78;Brazil;Al Wehda;70;1500000;13000;Right;2500000;RCB;6;04/08/2018;2021;55;47;54;49;70;72;;;;;;
189849;https://sofifa.com/player/189849/moestafa-el-kabir/20/159586;M. El Kabir;30;05/10/1988;174;84;Morocco;Çaykur Rizespor;70;1700000;9000;Right;3400000;ST;7;07/07/2019;2020;73;69;62;70;29;70;;;;;;
189920;https://sofifa.com/player/189920/ramazan-kose/20/159586;R. Köse;31;12/05/1988;193;89;Turkey;Kasimpaşa SK;70;1100000;6000;Right;2300000;GK;1;09/07/2015;2021;;;;;;;74;62;57;75;34;74
190076;https://sofifa.com/player/190076/robert-gucher/20/159586;R. Gucher;28;20/02/1991;183;77;Austria;Pisa;70;1600000;2000;Right;2500000;CM;27;17/07/2017;2021;59;61;64;66;66;72;;;;;;
190122;https://sofifa.com/player/190122/paul-coutts/20/159586;P. Coutts;30;22/07/1988;183;75;Scotland;Fleetwood Town;70;1600000;7000;Right;2900000;RCM;15;03/07/2019;2021;58;62;70;67;63;71;;;;;;
190311;https://sofifa.com/player/190311/lyle-taylor/20/159586;L. Taylor;29;29/03/1990;188;79;Montserrat;Charlton Athletic;70;1800000;12000;Right;3300000;ST;9;01/07/2018;2020;82;67;55;70;37;69;;;;;;
190467;https://sofifa.com/player/190467/diego-de-buen/20/159586;D. de Buen;27;03/07/1991;182;79;Mexico;Santos Laguna;70;1600000;11000;Right;2800000;SUB;6;01/01/2016;2022;61;65;67;62;65;74;;;;;;
190497;https://sofifa.com/player/190497/danny-hoesen/20/159586;D. Hoesen;28;15/01/1991;185;82;Netherlands;San Jose Earthquakes;70;1800000;6000;Right;2800000;SUB;9;01/01/2018;2019;73;70;57;70;35;67;;;;;;
190502;https://sofifa.com/player/190502/gregory-sertic/20/159586;G. Sertic;29;05/08/1989;183;76;France;Olympique de Marseille;70;1500000;17000;Right;2900000;RES;22;30/01/2017;2020;56;63;68;63;69;71;;;;;;
190516;https://sofifa.com/player/190516/yassine-el-ghanassy/20/159586;Y. El Ghanassy;28;12/07/1990;173;73;Belgium;FC Nantes;70;1800000;14000;Right;3600000;SUB;40;17/08/2017;2021;72;65;67;77;31;54;;;;;;
190555;https://sofifa.com/player/190555/jose-maria-angresola-jimenez/20/159586;Mossa;30;24/01/1989;178;72;Spain;Real Oviedo;70;1400000;6000;Left;2200000;LB;23;31/07/2017;2021;71;52;66;66;64;74;;;;;;
190557;https://sofifa.com/player/190557/graham-zusi/20/159586;G. Zusi;32;18/08/1986;178;73;United States;Sporting Kansas City;70;1100000;5000;Right;1700000;RB;8;01/01/2009;2021;64;70;74;69;66;72;;;;;;
190575;https://sofifa.com/player/190575/franco-zuculini/20/159586;F. Zuculini;28;05/09/1990;176;68;Argentina;Venezia FC;70;1800000;3000;Right;2700000;LCM;4;26/07/2019;2020;68;56;68;71;65;68;;;;;;
190634;https://sofifa.com/player/190634/gaston-sauro/20/159586;G. Sauro;29;23/02/1990;190;84;Argentina;Deportivo Toluca;70;1500000;13000;Right;2500000;RES;13;07/08/2019;2020;52;33;53;51;67;75;;;;;;
190640;https://sofifa.com/player/190640/victor-palsson/20/159586;V. Pálsson;28;30/04/1991;186;77;Iceland;SV Darmstadt 98;70;1600000;11000;Right;2500000;LDM;4;09/01/2019;2022;68;53;60;60;68;82;;;;;;
190667;https://sofifa.com/player/190667/marco-terrazzino/20/159586;M. Terrazzino;28;15/04/1991;177;76;Germany;SC Freiburg;70;1800000;14000;Right;3200000;SUB;13;11/08/2017;2020;65;58;69;74;34;59;;;;;;
190724;https://sofifa.com/player/190724/marvin-pourie/20/159586;M. Pourié;28;08/01/1991;185;86;Germany;Karlsruher SC;70;1800000;10000;Right;2800000;LS;9;29/01/2018;2022;79;68;56;64;23;78;;;;;;
190907;https://sofifa.com/player/190907/rhayner-santos-nascimento/20/159586;Rhayner;28;05/09/1990;172;65;Brazil;Sanfrecce Hiroshima;70;1800000;8000;Right;2200000;RM;44;07/04/2012;2022;92;62;60;76;40;70;;;;;;
191005;https://sofifa.com/player/191005/ahmed-elmohamady/20/159586;A. Elmohamady;31;09/09/1987;183;78;Egypt;Aston Villa;70;1300000;25000;Right;2400000;RB;27;19/07/2017;2020;69;64;70;69;66;72;;;;;;
191209;https://sofifa.com/player/191209/jesus-isijara/20/159586;J. Isijara;29;06/09/1989;180;76;Mexico;Club Atlas;70;1700000;12000;Right;3000000;RM;26;01/01/2019;2019;73;63;66;71;43;65;;;;;;
191390;https://sofifa.com/player/191390/fabrice-nsakala/20/159586;F. N'Sakala;28;21/07/1990;178;74;DR Congo;Alanyaspor;70;1500000;8000;Left;3000000;LB;21;04/07/2017;2020;84;45;66;74;63;73;;;;;;
191541;https://sofifa.com/player/191541/atsuto-uchida/20/159586;A. Uchida;31;27/03/1988;176;70;Japan;Kashima Antlers;70;1300000;5000;Right;1600000;SUB;2;03/01/2018;2020;63;46;69;70;70;62;;;;;;
191673;https://sofifa.com/player/191673/soon-hyung-kwon/20/159586;Kwon Soon Hyung;33;16/06/1986;176;71;Korea Republic;Jeju United FC;70;1000000;4000;Right;1300000;LCM;7;01/01/2012;2022;57;67;71;67;61;63;;;;;;
192241;https://sofifa.com/player/192241/rhyan-grant/20/159586;R. Grant;28;26/02/1991;174;74;Australia;Sydney FC;70;1500000;6000;Right;1900000;RB;23;01/09/2009;2022;71;60;64;67;65;79;;;;;;
192259;https://sofifa.com/player/192259/magno-damasceno-santos-da-cruz/20/159586;Magno;31;20/05/1988;178;77;Brazil;Jeju United FC;70;1600000;4000;Right;2000000;RS;10;06/01/2017;2022;70;69;70;71;42;63;;;;;;
192320;https://sofifa.com/player/192320/gary-gardner/20/159586;G. Gardner;27;29/06/1992;186;82;England;Birmingham City;70;1800000;9000;Right;3500000;RCM;20;05/06/2019;2022;54;67;69;65;65;73;;;;;;
192594;https://sofifa.com/player/192594/gary-kagelmacher/20/159586;G. Kagelmacher;31;21/04/1988;183;78;Uruguay;KV Kortrijk;70;1300000;8000;Right;2000000;LCB;4;07/08/2017;2020;64;44;66;62;71;70;;;;;;
192658;https://sofifa.com/player/192658/sebastian-jung/20/159586;S. Jung;29;22/06/1990;179;72;Germany;Hannover 96;70;1500000;15000;Right;2300000;RB;24;01/07/2019;2020;65;51;70;70;70;64;;;;;;
192671;https://sofifa.com/player/192671/mario-rondon/20/159586;M. Rondón;33;26/03/1986;182;74;Venezuela;CFR Cluj;70;1100000;8000;Right;1600000;ST;99;01/07/2019;2020;69;67;65;70;26;74;;;;;;
192938;https://sofifa.com/player/192938/yeni-ngbakoto/20/159586;Y. Ngbakoto;27;23/01/1992;173;69;DR Congo;En Avant de Guingamp;70;1900000;6000;Right;3300000;RM;12;03/01/2018;2021;79;69;65;73;25;63;;;;;;
193029;https://sofifa.com/player/193029/astrit-ajdarevic/20/159586;A. Ajdarević;29;17/04/1990;190;85;Albania;Djurgårdens IF;70;1700000;4000;Left;2100000;LCM;10;09/02/2019;2021;62;66;74;70;50;66;;;;;;
193141;https://sofifa.com/player/193141/ivan-pillud/20/159586;I. Pillud;33;24/04/1986;179;81;Argentina;Racing Club;70;800000;10000;Right;1100000;RB;4;01/08/2010;2020;72;49;63;62;70;77;;;;;;
193201;https://sofifa.com/player/193201/omer-bayram/20/159586;O. Bayram;27;27/07/1991;173;73;Turkey;Galatasaray SK;70;1600000;28000;Left;3000000;SUB;19;31/08/2018;2021;84;67;68;75;64;63;;;;;;
193222;https://sofifa.com/player/193222/fabian-giefer/20/159586;F. Giefer;29;17/05/1990;196;93;Germany;FC Augsburg;70;1300000;10000;Right;2100000;RES;13;01/07/2017;2021;;;;;;;73;64;58;72;37;71
193276;https://sofifa.com/player/193276/philipp-klingmann/20/159586;P. Klingmann;31;22/04/1988;180;79;Germany;SV Sandhausen;70;1300000;4000;Right;2100000;SUB;24;01/07/2015;2020;66;58;64;63;69;72;;;;;;
193414;https://sofifa.com/player/193414/nicolas-colazo/20/159586;N. Colazo;28;08/07/1990;175;71;Argentina;Rosario Central;70;1800000;10000;Left;2700000;SUB;19;15/08/2019;2020;81;64;68;70;60;68;;;;;;
193505;https://sofifa.com/player/193505/ivan-martic/20/159586;I. Martić;28;02/10/1990;183;73;Switzerland;Universitatea Craiova;70;1500000;6000;Right;2100000;RB;27;31/08/2017;2020;71;43;58;66;68;74;;;;;;
193528;https://sofifa.com/player/193528/idrissa-sylla/20/159586;I. Sylla;28;03/12/1990;185;77;Guinea;KV Oostende;70;1800000;10000;Left;;ST;24;;2020;68;67;57;67;28;68;;;;;;
193561;https://sofifa.com/player/193561/kelvin-leerdam/20/159586;K. Leerdam;29;24/06/1990;178;70;Netherlands;Seattle Sounders FC;70;1500000;5000;Right;2200000;RB;18;15/07/2017;2019;72;57;65;68;67;73;;;;;;
193581;https://sofifa.com/player/193581/petar-skuletic/20/159586;P. Škuletić;29;29/06/1990;192;89;Serbia;Montpellier HSC;70;1800000;19000;Left;3400000;SUB;32;01/07/2018;2020;65;73;48;55;32;75;;;;;;
193850;https://sofifa.com/player/193850/marco-calderoni/20/159586;M. Calderoni;30;18/02/1989;183;75;Italy;Lecce;70;1400000;9000;Left;2500000;LB;27;18/07/2018;2020;82;50;56;61;65;78;;;;;;
193870;https://sofifa.com/player/193870/pedro-jose-da-silva-trigueira/20/159586;Pedro Trigueira;31;04/01/1988;192;78;Portugal;Moreirense FC;70;1100000;5000;Right;2400000;SUB;88;01/07/2018;2020;;;;;;;65;68;72;72;45;70
193909;https://sofifa.com/player/193909/alberto-escassi-oliva/20/159586;Escassi;30;28/02/1989;185;78;Spain;CD Numancia;70;1500000;6000;Right;2300000;RDM;6;01/07/2016;2020;46;41;62;63;69;76;;;;;;
194091;https://sofifa.com/player/194091/michael-jacobs/20/159586;M. Jacobs;27;22/03/1992;175;74;England;Wigan Athletic;70;1900000;10000;Right;3500000;RM;17;27/07/2015;2020;80;67;68;71;48;65;;;;;;
194122;https://sofifa.com/player/194122/will-grigg/20/159586;W. Grigg;27;03/07/1991;180;70;Northern Ireland;Sunderland;70;1900000;9000;Right;3300000;RS;22;01/02/2019;2022;76;70;48;65;32;70;;;;;;
194361;https://sofifa.com/player/194361/tomoaki-makino/20/159586;T. Makino;32;11/05/1987;182;77;Japan;Urawa Red Diamonds;70;1100000;7000;Right;1500000;LCB;5;14/04/2016;2023;67;44;61;64;67;76;;;;;;
194718;https://sofifa.com/player/194718/amara-baby/20/159586;A. Baby;30;23/02/1989;183;80;Senegal;Royal Antwerp FC;70;1700000;7000;Left;2500000;SUB;14;31/08/2018;2020;78;67;63;69;55;75;;;;;;
194727;https://sofifa.com/player/194727/diego-contento/20/159586;D. Contento;29;01/05/1990;177;75;Germany;Fortuna Düsseldorf;70;1500000;15000;Left;2600000;RES;26;01/07/2018;2020;64;46;64;69;71;65;;;;;;
195065;https://sofifa.com/player/195065/geoffry-hairemans/20/159586;G. Hairemans;27;21/10/1991;183;76;Belgium;Royal Antwerp FC;70;1900000;7000;Left;2800000;RM;10;31/07/2015;2021;44;64;74;69;47;67;;;;;;
197851;https://sofifa.com/player/197851/akihiro-hayashi/20/159586;A. Hayashi;32;07/05/1987;195;91;Japan;FC Tokyo;70;1100000;5000;Right;1300000;GK;33;01/01/2017;2020;;;;;;;71;73;63;73;48;68
197893;https://sofifa.com/player/197893/ivan-paurevic/20/159586;I. Paurević;28;01/07/1991;194;87;Croatia;SV Sandhausen;70;1600000;4000;Right;2500000;SUB;29;02/07/2019;2021;50;56;61;58;69;76;;;;;;
197925;https://sofifa.com/player/197925/alen-stevanovic/20/159586;A. Stevanović;28;07/01/1991;180;74;Switzerland;Wisła Płock;70;1800000;4000;Right;2400000;LM;27;09/02/2019;2021;86;62;65;72;46;70;;;;;;
198019;https://sofifa.com/player/198019/pascal-testroet/20/159586;P. Testroet;28;26/09/1990;186;86;Germany;FC Erzgebirge Aue;70;1800000;6000;Right;2800000;ST;37;07/08/2018;2023;70;70;56;65;38;75;;;;;;
198138;https://sofifa.com/player/198138/rodrigo-rojas/20/159586;R. Rojas;31;09/04/1988;180;77;Paraguay;Paraguay;70;0;0;Right;;;;;;67;66;69;70;65;77;;;;;;
198223;https://sofifa.com/player/198223/raffaele-maiello/20/159586;R. Maiello;27;10/07/1991;177;73;Italy;Frosinone;70;1800000;3000;Right;2900000;CM;8;11/07/2017;2022;70;59;67;72;55;65;;;;;;
198355;https://sofifa.com/player/198355/steve-clark/20/159586;S. Clark;33;14/04/1986;188;86;United States;Portland Timbers;70;950000;4000;Right;1400000;SUB;12;17/08/2018;2019;;;;;;;70;68;65;70;34;67
198386;https://sofifa.com/player/198386/sebastian-dubarbier/20/159586;S. Dubarbier;33;19/02/1986;178;77;Argentina;Club Atlético Banfield;70;800000;8000;Left;1200000;LM;16;13/07/2019;2021;73;63;64;68;68;79;;;;;;
198517;https://sofifa.com/player/198517/xavier-kouassi/20/159586;X. Kouassi;29;28/12/1989;174;69;Ivory Coast;FC Sion;70;1500000;16000;Right;2200000;RCB;36;15/02/2018;2022;71;51;62;69;67;77;;;;;;
198589;https://sofifa.com/player/198589/greg-garza/20/159586;G. Garza;27;16/08/1991;173;68;United States;FC Cincinnati;70;1600000;5000;Left;2300000;SUB;4;12/02/2019;2020;70;54;66;69;68;72;;;;;;
198601;https://sofifa.com/player/198601/luis-mendoza/20/159586;L. Mendoza;29;03/02/1990;172;75;Mexico;Monarcas Morelia;70;1700000;7000;Right;;SUB;21;;2020;84;62;63;72;41;69;;;;;;
198688;https://sofifa.com/player/198688/florentin-pogba/20/159586;F. Pogba;28;19/08/1990;189;87;Guinea;Atlanta United;70;1600000;5000;Left;2300000;SUB;4;05/02/2019;2020;62;42;59;56;67;79;;;;;;
198749;https://sofifa.com/player/198749/joe-corona/20/159586;J. Corona;28;09/07/1990;178;72;United States;LA Galaxy;70;1800000;5000;Right;2600000;RCM;14;06/03/2019;2023;70;65;69;71;65;65;;;;;;
198751;https://sofifa.com/player/198751/jose-antonio-maduena/20/159586;J. Madueña;29;29/05/1990;177;78;Mexico;Cruz Azul;70;1500000;13000;Right;2500000;SUB;27;01/01/2018;2023;80;47;69;74;64;75;;;;;;
199074;https://sofifa.com/player/199074/lacina-traore/20/159586;L. Traoré;29;20/05/1990;203;87;Ivory Coast;CFR Cluj;70;1800000;9000;Left;2500000;SUB;90;15/08/2019;2021;48;71;51;63;37;71;;;;;;
199103;https://sofifa.com/player/199103/alexander-dominguez/20/159586;A. Domínguez;32;05/06/1987;195;84;Ecuador;Vélez Sarsfield;70;1100000;7000;Right;1600000;SUB;22;23/07/2018;2021;;;;;;;66;67;70;71;32;69
199174;https://sofifa.com/player/199174/antonio-caracciolo/20/159586;A. Caracciolo;29;30/06/1990;185;83;Italy;US Cremonese;70;1500000;3000;Right;2400000;RCB;23;16/01/2019;2023;58;19;43;56;71;72;;;;;;
199283;https://sofifa.com/player/199283/ermir-lenjani/20/159586;E. Lenjani;29;05/08/1989;175;65;Albania;FC Sion;70;1500000;16000;Left;2100000;LM;33;31/07/2017;2020;80;65;68;68;63;67;;;;;;
199286;https://sofifa.com/player/199286/brice-dja-djedje/20/159586;B. Dja Djédjé;28;23/12/1990;170;71;Ivory Coast;Kayserispor;70;1600000;8000;Right;3200000;LDM;27;08/07/2019;2020;70;55;66;69;70;69;;;;;;
199339;https://sofifa.com/player/199339/manuel-riemann/20/159586;M. Riemann;30;09/09/1988;186;83;Germany;VfL Bochum 1848;70;1200000;8000;Right;1900000;GK;1;01/07/2015;2020;;;;;;;69;64;71;74;50;67
199347;https://sofifa.com/player/199347/timo-beermann/20/159586;T. Beermann;28;10/12/1990;188;85;Germany;1. FC Heidenheim 1846;70;1600000;8000;Left;2500000;LCB;33;01/07/2013;2020;52;38;45;43;70;73;;;;;;
199352;https://sofifa.com/player/199352/samil-cinaz/20/159586;S. Çinaz;33;08/03/1986;187;77;Germany;Kayserispor;70;875000;8000;Right;1800000;RDM;16;04/07/2017;2020;44;55;60;61;69;75;;;;;;
199413;https://sofifa.com/player/199413/tobias-kempe/20/159586;T. Kempe;30;27/06/1989;184;77;Germany;SV Darmstadt 98;70;1600000;11000;Right;2600000;SUB;11;07/07/2017;2020;69;66;74;72;41;70;;;;;;
199517;https://sofifa.com/player/199517/claiton-machado-dos-santos/20/159586;Claiton;34;07/09/1984;188;79;Brazil;US Cremonese;70;650000;2000;Right;1000000;CB;3;21/07/2017;2023;45;23;36;51;69;72;;;;;;
199689;https://sofifa.com/player/199689/angel-sepulveda/20/159586;A. Sepúlveda;28;15/02/1991;180;75;Mexico;Club Tijuana;70;1800000;12000;Right;3100000;SUB;9;01/07/2019;2023;78;66;66;68;39;69;;;;;;
199700;https://sofifa.com/player/199700/aridai-cabrera-suarez/20/159586;Aridai;30;26/09/1988;172;64;Spain;RCD Mallorca;70;1700000;14000;Right;3700000;SUB;7;18/01/2018;2020;79;69;59;77;26;58;;;;;;
199861;https://sofifa.com/player/199861/waldemar-sobota/20/159586;W. Sobota;32;19/05/1987;175;63;Poland;FC St. Pauli;70;1400000;11000;Right;2200000;SUB;28;17/03/2016;2020;88;63;62;73;37;53;;;;;;
200107;https://sofifa.com/player/200107/roly-bonevacia/20/159586;R. Bonevacia;27;08/10/1991;171;65;Curacao;Al Faisaly;70;1900000;14000;Right;3100000;LM;7;01/07/2019;2020;79;64;66;70;58;79;;;;;;
200111;https://sofifa.com/player/200111/ricardo-van-rhijn/20/159586;R. van Rhijn;28;13/06/1991;179;72;Netherlands;SC Heerenveen;70;1500000;6000;Right;2200000;RB;16;01/08/2019;2020;76;58;67;67;67;68;;;;;;
200113;https://sofifa.com/player/200113/florian-jozefzoon/20/159586;F. Jozefzoon;28;09/02/1991;175;72;Netherlands;Derby County;70;1800000;16000;Right;3400000;RM;11;20/07/2018;2021;91;60;61;73;34;59;;;;;;
200322;https://sofifa.com/player/200322/william-soares-da-silva/20/159586;Soares;30;30/12/1988;183;77;Brazil;Gil Vicente FC;70;1500000;6000;Right;3000000;RCM;3;01/07/2019;2020;58;57;62;67;68;78;;;;;;
200424;https://sofifa.com/player/200424/ben-rienstra/20/159586;B. Rienstra;29;05/06/1990;182;67;Netherlands;Kayserispor;70;1700000;9000;Right;3400000;RM;38;09/08/2019;2021;66;66;65;68;66;72;;;;;;
200434;https://sofifa.com/player/200434/luis-pedro-cavanda/20/159586;L. Cavanda;28;02/01/1991;180;76;Belgium;Standard de Liège;70;1500000;9000;Right;2300000;RES;29;02/07/2018;2023;74;56;61;71;68;71;;;;;;
200532;https://sofifa.com/player/200532/kristof-dhaene/20/159586;K. D'Haene;29;06/06/1990;168;63;Belgium;KV Kortrijk;70;1500000;8000;Left;2200000;LB;30;01/07/2015;2021;70;59;66;72;63;56;;;;;;
200577;https://sofifa.com/player/200577/yong-lee/20/159586;Lee Yong;32;24/12/1986;180;76;Korea Republic;Jeonbuk Hyundai Motors;70;1100000;6000;Right;1400000;SUB;2;06/01/2017;2023;75;54;65;63;67;68;;;;;;
200826;https://sofifa.com/player/200826/mauro-quiroga/20/159586;M. Quiroga;29;07/12/1989;191;87;Argentina;Club Necaxa;70;1800000;9000;Left;2900000;LS;9;08/07/2019;2023;64;66;49;66;29;76;;;;;;
200914;https://sofifa.com/player/200914/alessandro-salvi/20/159586;A. Salvi;31;05/06/1988;183;76;Italy;Frosinone;70;1300000;3000;Right;2100000;RB;14;25/07/2019;2021;80;59;64;68;66;74;;;;;;
200968;https://sofifa.com/player/200968/florent-ogier/20/159586;F. Ogier;30;21/03/1989;183;73;France;Clermont Foot 63;70;1400000;4000;Right;2500000;LCB;21;13/07/2018;2023;52;31;40;50;70;76;;;;;;
201066;https://sofifa.com/player/201066/dominik-kaiser/20/159586;D. Kaiser;30;16/09/1988;171;67;Germany;Brøndby IF;70;1600000;12000;Right;2100000;RCM;7;01/07/2018;2020;55;70;70;71;56;65;;;;;;
201085;https://sofifa.com/player/201085/scott-allan/20/159586;S. Allan;27;28/11/1991;179;76;Scotland;Hibernian;70;1900000;5000;Right;3300000;CAM;23;01/07/2019;2022;66;65;68;71;47;58;;;;;;
201243;https://sofifa.com/player/201243/andrea-la-mantia/20/159586;A. La Mantia;28;06/05/1991;190;81;Italy;Lecce;70;1800000;11000;Right;3300000;LS;19;17/08/2018;2022;54;67;35;62;30;80;;;;;;
201403;https://sofifa.com/player/201403/alvaro-vazquez-garcia/20/159586;Álvaro Vázquez;28;27/04/1991;182;75;Spain;Real Sporting de Gijón;70;1800000;7000;Right;2900000;ST;9;10/07/2019;2022;73;71;60;68;41;70;;;;;;
201514;https://sofifa.com/player/201514/elias-kachunga/20/159586;E. Kachunga;27;22/04/1992;178;74;DR Congo;Huddersfield Town;70;1900000;20000;Right;3500000;SUB;9;01/06/2016;2020;77;69;63;72;43;72;;;;;;
201572;https://sofifa.com/player/201572/mihaly-korhut/20/159586;M. Korhut;30;01/12/1988;181;76;Hungary;Hungary;70;0;0;Left;;;;;;75;28;56;67;68;68;;;;;;
201621;https://sofifa.com/player/201621/botond-barath/20/159586;B. Baráth;27;21/04/1992;188;75;Hungary;Sporting Kansas City;70;1600000;5000;Right;2400000;RCB;2;13/02/2019;2020;67;39;54;54;66;76;;;;;;
201914;https://sofifa.com/player/201914/michele-camporese/20/159586;M. Camporese;27;19/05/1992;186;75;Italy;Pordenone;70;1600000;2000;Right;2500000;SUB;31;18/07/2019;2021;66;27;36;50;72;67;;;;;;
202076;https://sofifa.com/player/202076/zarek-valentin/20/159586;Z. Valentin;27;06/08/1991;183;77;Puerto Rico;Portland Timbers;70;1600000;5000;Right;2400000;SUB;16;12/01/2016;2019;71;46;64;67;69;74;;;;;;
202175;https://sofifa.com/player/202175/matthias-vilhjalmsson/20/159586;M. Vilhjálmsson;32;30/01/1987;185;85;Iceland;Vålerenga Fotball;70;1400000;4000;Right;1800000;CF;10;21/01/2019;2021;68;68;59;64;61;72;;;;;;
202271;https://sofifa.com/player/202271/akaki-gogia/20/159586;A. Gogia;27;18/01/1992;178;73;Germany;1. FC Union Berlin;70;1900000;22000;Right;3300000;SUB;11;02/07/2017;2021;74;69;65;75;28;60;;;;;;
202311;https://sofifa.com/player/202311/eun-sun-kim/20/159586;Kim Eun Sun;31;30/03/1988;182;79;Korea Republic;Central Coast Mariners;70;1300000;2000;Right;1700000;CDM;4;02/08/2019;2020;71;59;64;64;68;74;;;;;;
202374;https://sofifa.com/player/202374/ernest-asante/20/159586;E. Asante;30;06/11/1988;171;69;Ghana;Al Hazem;70;1700000;8000;Right;2800000;RM;9;06/08/2019;2021;93;61;61;69;43;59;;;;;;
202601;https://sofifa.com/player/202601/hatem-abd-elhamed/20/159586;H. Abd Elhamed;28;18/03/1991;188;80;Israel;Celtic;70;1500000;25000;Right;2700000;RB;33;24/07/2019;2023;85;40;61;64;66;69;;;;;;
202663;https://sofifa.com/player/202663/daryl-horgan/20/159586;D. Horgan;26;10/08/1992;170;70;Republic of Ireland;Hibernian;70;1900000;5000;Right;3300000;RM;7;11/08/2018;2021;85;62;64;74;32;61;;;;;;
202686;https://sofifa.com/player/202686/nahki-wells/20/159586;N. Wells;29;01/06/1990;170;69;Bermuda;Queens Park Rangers;70;1800000;7000;Right;;SUB;21;;2020;78;68;63;71;46;63;;;;;;
202940;https://sofifa.com/player/202940/neeskens-kebano/20/159586;N. Kebano;27;10/03/1992;170;65;DR Congo;Fulham;70;1900000;25000;Right;3500000;SUB;7;26/08/2016;2020;80;66;65;74;39;54;;;;;;
203002;https://sofifa.com/player/203002/kee-hee-kim/20/159586;Kim Kee Hee;29;13/07/1989;187;78;Korea Republic;Seattle Sounders FC;70;1500000;5000;Right;2200000;RCB;20;27/02/2018;2019;66;43;60;47;68;73;;;;;;
203159;https://sofifa.com/player/203159/tim-kister/20/159586;T. Kister;32;30/12/1986;193;93;Germany;SV Sandhausen;70;1100000;4000;Right;1800000;SUB;14;01/07/2013;2020;53;29;44;39;69;78;;;;;;
203618;https://sofifa.com/player/203618/valentinos-sielis/20/159586;V. Sielis;29;01/03/1990;189;95;Cyprus;Gangwon FC;70;1500000;3000;Left;1900000;LCB;4;22/01/2017;2023;72;44;58;59;67;80;;;;;;
204050;https://sofifa.com/player/204050/santiago-vergini/20/159586;S. Vergini;30;03/08/1988;191;83;Argentina;San Lorenzo de Almagro;70;1400000;10000;Right;2200000;RES;27;03/07/2019;2022;37;38;61;60;71;73;;;;;;
204061;https://sofifa.com/player/204061/marcello-falzerano/20/159586;M. Falzerano;28;12/04/1991;167;68;Italy;Perugia;70;1800000;3000;Right;2800000;RCM;23;10/01/2019;2022;88;64;66;76;58;63;;;;;;
204171;https://sofifa.com/player/204171/sadio-diallo/20/159586;S. Diallo;28;28/12/1990;182;76;Guinea;Gençlerbirliği SK;70;1800000;11000;Right;3600000;SUB;14;30/07/2019;2021;74;70;68;70;49;69;;;;;;
204260;https://sofifa.com/player/204260/florian-raspentino/20/159586;F. Raspentino;30;06/06/1989;179;73;France;Grenoble Foot 38;70;1700000;5000;Right;3000000;ST;11;01/07/2019;2022;74;68;65;69;20;59;;;;;;
204278;https://sofifa.com/player/204278/david-simon-rodriguez-santana/20/159586;David Simón;29;31/12/1989;175;68;Spain;Deportivo de La Coruña;70;1500000;6000;Right;2300000;RB;2;27/07/2018;2020;75;46;60;63;64;72;;;;;;
204353;https://sofifa.com/player/204353/craig-forsyth/20/159586;C. Forsyth;30;24/02/1989;189;83;Scotland;Derby County;70;1400000;14000;Left;2700000;SUB;3;01/07/2013;2020;63;63;63;65;70;70;;;;;;
204394;https://sofifa.com/player/204394/edwin-gyasi/20/159586;E. Gyasi;28;01/07/1991;185;76;Ghana;FC Dallas;70;1800000;5000;Left;2700000;SUB;7;01/07/2019;2020;90;66;62;69;37;66;;;;;;
204445;https://sofifa.com/player/204445/michael-smith/20/159586;M. Smith;30;04/09/1988;180;71;Northern Ireland;Heart of Midlothian;70;1400000;5000;Right;2500000;RB;2;04/07/2017;2021;72;43;64;68;68;76;;;;;;
204476;https://sofifa.com/player/204476/tom-beugelsdijk/20/159586;T. Beugelsdijk;28;07/08/1990;192;79;Netherlands;ADO Den Haag;70;1600000;6000;Right;2300000;RCB;4;20/08/2015;2021;44;39;46;47;69;77;;;;;;
204519;https://sofifa.com/player/204519/cuco-martina/20/159586;C. Martina;29;25/09/1989;185;77;Curacao;Everton;70;1500000;35000;Right;2800000;RES;30;17/07/2017;2020;63;52;65;64;70;73;;;;;;
204841;https://sofifa.com/player/204841/duvier-riascos/20/159586;D. Riascos;33;26/06/1986;180;73;Colombia;Universidad Católica;70;1100000;8000;Right;1600000;SUB;3;01/03/2019;2023;78;66;57;68;39;76;;;;;;
205073;https://sofifa.com/player/205073/filip-kiss/20/159586;F. Kiss;28;13/10/1990;186;75;Slovakia;Ettifaq FC;70;1600000;15000;Right;2600000;RDM;14;24/07/2017;2020;41;59;60;66;66;79;;;;;;
205215;https://sofifa.com/player/205215/igor-rossi-branco/20/159586;Igor Rossi;30;10/03/1989;189;82;Brazil;Al Faisaly;70;1400000;13000;Left;2400000;LCB;3;14/01/2017;2020;46;30;54;52;69;81;;;;;;
